tweetid,screen_name,date,lang,text,state,friends_count,followers_count
1.3711927256017265e+18,colinjarrett587,Sun Mar 14 20:13:15 +0000 2021,en,"Anti-lockdown protests take place across Germany, marking 1 year of COVI... https://t.co/kZ1zwhFL33 via @YouTube",,4999,1004
1.371200684197081e+18,2021Freedom1776,Sun Mar 14 20:44:53 +0000 2021,en,Medical chief says use of AstraZeneca Covid jab should be suspended https://t.co/RAv7sIYp84 via @MailOnline,,7960,8616
1.3712040639756042e+18,TruthTeam101,Sun Mar 14 20:58:19 +0000 2021,en,"Before COVID, Gates Planned Social Media Censorship of Vaccine Safety Advocates With Pharma, CDC, Media, China and CIA  #Covid #Vaccine #Vaccines #vaccineSideEffects #VaccineSafety #mybodymychoice #CovidVaccine #Gates #BillGates #Censorship #Press   https://t.co/CB6ePM8xem",,4384,1099
1.3712241512356454e+18,Truth_Seeker71,Sun Mar 14 22:18:08 +0000 2021,en,Boris Johnson: Covid Vaccine related Deaths within 28 days of receiving Vaccine - Sign the Petition! https://t.co/Ur8Si2zgjO via @UKChange,,276,204
1.3712298476080456e+18,TruthTeam101,Sun Mar 14 22:40:46 +0000 2021,en,"Reports of Deaths After COVID #Vaccines Up by 259 in 1 Week, CDC Data Show Between Dec 14, 2020, &amp; Mar 5, 2021, 31,079 reports of adverse events were submitted to VAERS, incl 1,524 deaths, 5,507 serious injuries &amp; 390 reports of Bell’s Palsy.  #Vaccine   https://t.co/Goth3UZzar",,4384,1099
1.3714205777859092e+18,VgnNutrition46,Mon Mar 15 11:18:40 +0000 2021,en,"MARCH 2020 WE WERE PROMISED THAT THERE WILL BE BILLION DEAD FROM "" #PANDEMIC""! WHY IS THERE STILL 7,7 BILLION HUMANS ON EARTH &amp; NOT 6,7 BILLION?  WHY DID EVERY COUNTRY IN THE WORLD HAVE SAME NUMBER OF MONTHLY DEATHS LIKE EVERY SAME MONTH LAST 10 YEARS? #MASKSOFF #EndTheLockdown https://t.co/P0L3xTArsM",,2475,1487
1.3714380607144796e+18,colinjarrett587,Mon Mar 15 12:28:08 +0000 2021,en,ASTRAZENECA and other COVID JABS SUSPENDED OR BANNED IN SEVERAL COUNTRIES!!!! https://t.co/2b0eCgZpdl,,4999,1004.0
1.371487753632936e+18,susananderton5,Mon Mar 15 15:45:36 +0000 2021,en,Order out of chaos I can show you a chaos been destructive all my life up till now get my life back on track and your trying take my rights away with #vaccines #lockdown #Agenda21 #Agenda2030 watch this space 📦,,753,733
1.3714937845932687e+18,mercola,Mon Mar 15 16:09:34 +0000 2021,en,Want to be the first to know exclusive COVID data from my new book? Preorder it now: https://t.co/FVk1RhKO48 https://t.co/ILKQXzhZ7I,FL,29158,289239.0
1.3716896352152535e+18,TruthTeam101,Tue Mar 16 05:07:48 +0000 2021,en,"“We are going to pay a huge price for this [COVID Mass Vaccination Campaign} And I’m becoming emotional because I’m thinking of my children, of the younger generation. I mean, it’s just impossible what we are doing. We don’t understand the pandemic.”  https://t.co/znqwvOaHQB",,4387,1098.0
1.3717143934282916e+18,conscious_bkr,Tue Mar 16 06:46:11 +0000 2021,en,"The rollout of the AstraZeneca Covid vaccine in Denmark, Estonia, Lithuania, Luxembourg, Latvia has been suspended as the health authorities investigate a possibly serious side effect in the form of fatal blood clots.  https://t.co/WVvsOAAMoF",,693,412
1.371716057807786e+18,conscious_bkr,Tue Mar 16 06:52:48 +0000 2021,en,"Three health workers in Norway who recently received the AstraZeneca vaccine against COVID-19 are being treated in hospital for bleeding, blood clots and a low count of blood platelets, Norwegian health authorities said on…  https://t.co/0TC0LJ7I8J",,693,412
1.371786787295748e+18,BusyDrT,Tue Mar 16 11:33:51 +0000 2021,en,AZ having vaccine trust &amp; safety issues so they make  a deal with Biden’s HHS... #AstraZeneca boosts planned US supply of COVID-19 #antibodydrug  https://t.co/yuSINp6pNf,OH,283,81268
1.371825852288209e+18,RobertKennedyJr,Tue Mar 16 14:09:05 +0000 2021,en,"Virologist Geert Vanden Bossche has nothing against vaccines. In fact, he worked for Gavi, The Vaccine Alliance and Gates Foundation, but he says by vaccinating everyone with a vaccine that doesn’t prevent transmission, we are destroying...   #TheDefender  https://t.co/mXWsTBHrYz",CA,594,232166
1.3718547853983867e+18,ronthorp,Tue Mar 16 16:04:03 +0000 2021,en,"Double standards...  Australians in Oz who test #covid19 positive get #HomeQuarantine 👍  Despite testing neg before &amp; after flying, #strandedAussies are fined $3000+ &amp; ARBITRARILY DETAINED into unsafe HotelQ solitary, guilty till proven innocent. 👎  #RemoveTheCap !! #Auspol https://t.co/6jo1SSB83b",,4554,3281
1.3719192761904005e+18,colinjarrett587,Tue Mar 16 20:20:19 +0000 2021,en,China’s Massive Infiltration of U.S. Virus Research Laboratories https://t.co/b1omDfX2ki via @gatewaypundit,,4999,1004
1.3722413642394624e+18,2021Freedom1776,Wed Mar 17 17:40:10 +0000 2021,en,Coronavirus: Knesset okays electronic bracelet for returnees from abroad https://t.co/JTgPHxZkJv,,7953,8612
1.3722544496458138e+18,2021Freedom1776,Wed Mar 17 18:32:10 +0000 2021,en,Exclusive — Sen. Joni Ernst: U.S. Funded Wuhan Institute of Virology https://t.co/G0rNJmqkeD via @BreitbartNews,,7953,8613
1.3722924064863437e+18,RobertKennedyJr,Wed Mar 17 21:03:00 +0000 2021,en,"READ + RT my letter to President Biden explaining how  transparency, robust science and a functional surveillance system are the only ways to build public trust for the COVID vaccine. #TheDefender: SUBSCRIBE TODAY: https://t.co/zL66EdwTnD  https://t.co/HRfrCbNdOr",CA,594,232228
1.3723183560077025e+18,CordeiroRick,Wed Mar 17 22:46:07 +0000 2021,en,"Sweden joins Germany, France, and 15 other countries in suspending AstraZeneca's vaccine over possible side effects https://t.co/EOjqcPi5ks via @businessinsider",,564265,524580.0
1.3723820135257539e+18,BusyDrT,Thu Mar 18 02:59:04 +0000 2021,en,Whose got the real story on John #Magufuli : Tanzania's president dies aged 61 after Covid rumours #Tanzania  https://t.co/uXQXuhHzwX,OH,283,82165
1.3724831494401106e+18,miraforeman,Thu Mar 18 09:40:56 +0000 2021,en,RTE Building Surrounded By POLICE #Ireland / Hugo Talks #lockdown https://t.co/CoOZsRje6a via @YouTube NOT ON TV (any)  Irish protesting against covid measures  TV SPREADING FEAR,,1448,1248
1.372494180132479e+18,MsAnuJohanna,Thu Mar 18 10:24:46 +0000 2021,en,Never saw this coming. They do have the credit system in operation already so I guess they’re experts in enslavement. China Demands to be in Charge of Global 'Vaccine Passport' System - The Ohio Star #vaccine #vaccinepassport #KBF #covid19  https://t.co/qqFTr0LTDG,,8857,10146
1.3725749052339405e+18,mercola,Thu Mar 18 15:45:33 +0000 2021,en,Hidden COVID data is now brought to light. Read it here first: https://t.co/HrZUAenqvA https://t.co/6nQRATPnMk,FL,29152,289266.0
1.372610034593579e+18,TruthTeam101,Thu Mar 18 18:05:08 +0000 2021,en,"Cherokee County, Georgia, Sheriff's spokesperson allegedly posted a photo of a racist, anti-Asian Covid-19 shirt on Facebook  #Asian  #AsianLivesMatter #Atlanta   https://t.co/g5MqX6ewOa",,4388,1096
1.3726422726558392e+18,languillem,Thu Mar 18 20:13:14 +0000 2021,en,BREAKING 🚨 TANZANIAN PRESIDENT MURDERED BY THE NWO!President John Magufuli of Tanzania went missing a few days ago and now the fake news main stream media is saying he died from covid-19. He was the only world leader who fully exposed.. https://t.co/xcbDhXaOke,,6312,6799
1.372796142291886e+18,colinjarrett587,Fri Mar 19 06:24:40 +0000 2021,en,Scary! Dr. Fauci Wants to Start Vaccinating Little Babies with the Government's Coronavirus Vaccine https://t.co/4lPp2MbqWs via @gatewaypundit,,5000,1005
1.3728424164038533e+18,BusyDrT,Fri Mar 19 09:28:32 +0000 2021,en,How many more experimental jabs will this scenario pave  the way for? So many lives both young &amp; old being destroyed .... #covidvaccine #humanexperiments  https://t.co/alTZ9KdMjM,OH,284,82734
1.372911996765569e+18,mercola,Fri Mar 19 14:05:02 +0000 2021,en,Drugmakers promise investors a hike in COVID vaccine prices soon. https://t.co/WWLmsPjy3w,FL,29150,289293
1.3730471079768433e+18,BusyDrT,Fri Mar 19 23:01:55 +0000 2021,en,Now this - #Germany back in false lockdown.   https://t.co/E7d5dA4akE,OH,284,82964
1.3732729170652815e+18,colinjarrett587,Sat Mar 20 13:59:12 +0000 2021,en,Michigan Restaurant Owner Is Arrested for Violating COVID Rules -- As Joe Biden and Democrats Release Tens of Thousands of Untested Illegals Across Country https://t.co/l1uoIk6KVo via @gatewaypundit,,5001,1006
1.3733304893108634e+18,Stach83092936,Sat Mar 20 17:47:58 +0000 2021,en,Protesty anty lock down Londyn https://t.co/BLXdsAxeFa,,29,235
1.3733374197061427e+18,miraforeman,Sat Mar 20 18:15:30 +0000 2021,en,Massive Anti Lockdown Protest - London https://t.co/fMKynBGmAh via @YouTube Note on “ police” helmets U33.   Who are they?  Masonic Police?,,1449.0,1249.0
1.3733487518934262e+18,mercola,Sat Mar 20 19:00:32 +0000 2021,en,8 Top COVID Statements: Fact or Fiction? We examine here: https://t.co/yrfuFI8Id0,FL,29150,289365
1.3733791463452508e+18,colinjarrett587,Sat Mar 20 21:01:19 +0000 2021,en,"LOCKDOWNS, PROTESTS, COVID JABS AND THE PRICE OF FREEDOM@DaveCullen https://t.co/PzXrxFbVQ7",,5001,1006
1.3734416031011512e+18,colinjarrett587,Sun Mar 21 01:09:30 +0000 2021,en,Even Far-Left CNBC Realizes that the CDC's 6-Foot Rule Was Likely the Single Costliest COVID Mitigation Tactic Employed to Date https://t.co/5WEeMwkNvm via @gatewaypundit,,5001,1006
1.373452931912106e+18,BusyDrT,Sun Mar 21 01:54:31 +0000 2021,en,#FranklinGraham  who are you serving? Because true believers know that no man can serve 2 masters! https://t.co/NgPDn83Vlu,OH,283,83323
1.373499681662251e+18,colinjarrett587,Sun Mar 21 05:00:17 +0000 2021,en,"Texas Governor Orders Investigation Into Joe Biden's Filthy, Unsanitary Holding Camp for Migrant Minors After Massive Covid Outbreak https://t.co/Bxxa28ftku via @gatewaypundit",,5001,1006
1.3735902240523223e+18,afctintin,Sun Mar 21 11:00:04 +0000 2021,en,Petition: Do not rollout Covid-19 vaccine passports https://t.co/JnkmT2Chw9,,2560,130
1.3735951622035456e+18,Stach83092936,Sun Mar 21 11:19:41 +0000 2021,en,Austria protesty anty lock down https://t.co/drjrFNO0J7,,29,236
1.373623402746028e+18,colinjarrett587,Sun Mar 21 13:11:54 +0000 2021,en,Biden Is Housing COVID Contaminated Illegals in Facilities Built for Oil Employees - What Is the Real Cost of Biden's Insane Policies? https://t.co/jBdTfY2S5z via @gatewaypundit,,5001,1006
1.3737070459002798e+18,Stach83092936,Sun Mar 21 18:44:16 +0000 2021,en,AUSTRALIA PROTESTY ANTY LOCK DOWN https://t.co/yeVe44RlqI,,29,236
1.3737164873833103e+18,colinjarrett587,Sun Mar 21 19:21:47 +0000 2021,en,Since Joe Is Faltering - Jill Biden Is Now Assigned to Promote the Massive COVID 'Stimulus' Bill https://t.co/O7R5RF1eiV via @gatewaypundit,,5001,1008
1.3737429422218977e+18,miraforeman,Sun Mar 21 21:06:54 +0000 2021,en,"CDC Ignores Inquiry Into Increasing Number of Deaths, Injuries Reported After COVID Vaccines • Children's Health Defense https://t.co/0EQh3ZB5eP",,1451,1251
1.3737442413109821e+18,mercola,Sun Mar 21 21:12:04 +0000 2021,en,Read this vital COVID info that’s never been revealed before. https://t.co/y1y6C8eDkI https://t.co/B3n243Da2k,FL,29147,289373
1.3737806495475548e+18,2021Freedom1776,Sun Mar 21 23:36:45 +0000 2021,en,"New York COVID variant could infect vaccinated residents and those who have already had the virus, former FDA head Dr. Scott Gottlieb warns https://t.co/GO1o3b6L7g",,7906,8609
1.374005770635907e+18,colinjarrett587,Mon Mar 22 14:31:18 +0000 2021,en,BREAKING UPDATE-- James O'Keefe and Project Veritas Release MORE PHOTOS of Kids in Cages at Biden Holding Facilities - 50 with Coronavirus (VIDEO) https://t.co/SnBxepYhjp via @gatewaypundit,,5001,1006
1.3740317795066225e+18,BusyDrT,Mon Mar 22 16:14:39 +0000 2021,en,So many ideas running through my mind while reading this......  and most of them deeply sadden me. especially when I know that so many have no idea what they are taking part in.  #Covidvaccine  jobs create mini hiring boom. https://t.co/zKX9yltvdh,OH,284,83858.0
1.3740325870232617e+18,ajividen73,Mon Mar 22 16:17:51 +0000 2021,en,Federal law prohibits employers and others from requiring vaccination with a Covid-19 vaccine... https://t.co/lgTPU3lFNF via @statnews,,855,248
1.3740401871104492e+18,mercola,Mon Mar 22 16:48:03 +0000 2021,en,Concord NH cancels school due to bad reactions to COVID vaccine: https://t.co/XhODw8grQX,FL,29144,289379
1.3740568315181343e+18,2021Freedom1776,Mon Mar 22 17:54:12 +0000 2021,en,Three Hawaii residents catch coronavirus AFTER being fully vaccinated including one who tested positive following a trip to several US cities https://t.co/2tdG9sP52v,,7903,8607
1.3740572648023204e+18,2021Freedom1776,Mon Mar 22 17:55:55 +0000 2021,en,From losing teeth to flatulence: The bizarre reactions Britons claim to have had after getting AstraZeneca's Covid vaccine (and how unexplained crying is FIVE TIMES more common than deadly brain blood clot) https://t.co/PSaefmzxo7,,7903,8607
1.3740759500827484e+18,BusyDrT,Mon Mar 22 19:10:10 +0000 2021,en,CDC is hell bent on looking for ways to keep face coverings on our children.....  This is outrageous. https://t.co/CCJPaPramg,OH,284,83922
1.3741215710072054e+18,TruthTeam101,Mon Mar 22 22:11:27 +0000 2021,en,BREAKING:  Teachers Sue LA School District Over COVID Vaccine Mandate  #Vaccine #Vaccines   https://t.co/rJzzdg0z32,,4387,1094
1.374135999274627e+18,colinjarrett587,Mon Mar 22 23:08:47 +0000 2021,en,BREAKING: More Evidence Suggests China Coronavirus (COVID) Outbreak May Have Come from Military Bioweapons Research Accident https://t.co/N5dMcTXhZD via @gatewaypundit,,5001,1006.0
1.3741819734895084e+18,BusyDrT,Tue Mar 23 02:11:28 +0000 2021,en,They don’t even care that we know.....  https://t.co/wudxtK2rVA,OH,284,84018.0
1.3743740952702075e+18,colinjarrett587,Tue Mar 23 14:54:53 +0000 2021,en,"COVID Fear: Biden Admin to Ban Public From Fresh Air Viewing of Cherry Blossoms in DC; Jefferson, FDR, MLK Memorials  Near Tidal Basin to Be Shut Down for Two Weeks https://t.co/j842YdZcmJ via @gatewaypundit",,5002.0,1007.0
1.374435913812439e+18,mercola,Tue Mar 23 19:00:32 +0000 2021,en,Were the WHO's COVID investigations flawed from the start? https://t.co/bVOH32VHAY,FL,29140,289512
1.3745473909302968e+18,BusyDrT,Wed Mar 24 02:23:30 +0000 2021,en,No leaving the UK without reasonable excuse is in new coronavirus laws starting in a few days.  Foreign holidays will be illegal from Monday https://t.co/uO813G4UHU,OH,284,84427
1.3747036322145853e+18,BusyDrT,Wed Mar 24 12:44:21 +0000 2021,en,"‘As a scheme for total control, climate change is even better than COVID.....’  https://t.co/rhn64dxgEu",OH,284,84586
1.374726581042647e+18,mercola,Wed Mar 24 14:15:32 +0000 2021,en,31% of young adults relocated during the pandemic! https://t.co/ObV02Tkmz8,FL,29141,289521
1.3747638790462177e+18,BusyDrT,Wed Mar 24 16:43:45 +0000 2021,en,"I thought #Covid was the #pandemic😵⁉️ So what does that make cancer &amp; heart disease⁉️Over 3 million people died in the United States in 2020, Politico said, adding COVID-19 was the third most common cause of death, behind only heart disease and cancer. https://t.co/W5K0OkRPV6",OH,284,84642
1.3748238969359729e+18,TruthTeam101,Wed Mar 24 20:42:14 +0000 2021,en,Scientist to FDA: U Are Ignoring ‘Clear and Present Danger’ Associated With COVID #Vaccine Dr. Hooman Noorchashm warns many more will die needlessly from COVID #vaccines “if we carelessly and indiscriminately” vaccinate people already infected w the virus. https://t.co/OatKwgH4GW,,4392,1096
1.3748582509114122e+18,AmbermireG,Wed Mar 24 22:58:45 +0000 2021,en,"Covid vaccine spray could be more effective than injections, scientists say https://t.co/KnYRDKXO7X",,111,33
1.374934712683225e+18,colinjarrett587,Thu Mar 25 04:02:35 +0000 2021,en,Judicial Watch Obtains Emails Showing Fauci's NIH Accommodated China's Terms for Confidentiality Surrounding COVID-19 in February 2020 https://t.co/qNSprjwoJZ via @gatewaypundit,,5000,1008
1.3749439046722724e+18,CaligirlLeftie,Thu Mar 25 04:39:06 +0000 2021,en,#California is the most evil place ... where thug police attack poor people for just trying to survive during a pandemic #EchoParkRiseUp,,11181,12168.0
1.3749830350583276e+18,Truth_Seeker71,Thu Mar 25 07:14:36 +0000 2021,en,Some hand sanitizers made amid COVID pandemic have high levels of cancer-causing chemical benzene https://t.co/JghG81jarN,,285,215
1.3750492107482276e+18,mercola,Thu Mar 25 11:37:33 +0000 2021,en,Vital COVID facts in my latest book — now available for preorder.  Grab your copy here: https://t.co/6ztTZUKWUK https://t.co/AE8XDoYatw,FL,29140,289560.0
1.375086902051754e+18,WakeTheFlockUp6,Thu Mar 25 14:07:19 +0000 2021,en,"“End of America"", Naomi Wolf outlined 10 steps those in power use to close down democracies  Governments use the pandemic to justify suppression of civil rights #Fascism #totalitarianism #Biofascism #Covidvaccines #corona #BigTech #Masks  #StandUP #WakeUp https://t.co/zpMxG1KQ72",,4729,5547
1.375093066168742e+18,WakeTheFlockUp6,Thu Mar 25 14:31:49 +0000 2021,en,"Mr. POSEY: My time is very limited here. So, clearly, definitely, unequivocally you have studied vaccinated versus unvaccinated?  #CDC Ms. BOYLE: We have NOT studied vaccinated versus unvaccinated. https://t.co/XhaB7vUt2t https://t.co/e3Lortv2Q5",,4729,5547.0
1.3751386655553167e+18,CordeiroRick,Thu Mar 25 17:33:01 +0000 2021,en,WHEN IT COMES TO THE COVID VACCINES...,,565365,525349
1.375184527421739e+18,colinjarrett587,Thu Mar 25 20:35:15 +0000 2021,en,Lockdown is making the West UNRECOGNISABLE! - UNN LIVE #534 https://t.co/9exY6J2nHN via @YouTube,,5000,1008
1.3752988532225434e+18,mercola,Fri Mar 26 04:09:33 +0000 2021,en,Get access to the COVID data that they don’t want you to know. https://t.co/id3S3R5c70 https://t.co/Scpd2AoYiI,FL,29136,289602
1.37542227438857e+18,susananderton5,Fri Mar 26 12:19:58 +0000 2021,en,@BorisJohnson you really need consider if you want #lockdown me for another 6 month 😂,,838.0,831.0
1.375553280776962e+18,mercola,Fri Mar 26 21:00:33 +0000 2021,en,Get access to the COVID data that they don’t want you to know. https://t.co/k47b29FVgj https://t.co/QJi2gWqJIb,FL,29135,289687
1.3755533589001626e+18,CordeiroRick,Fri Mar 26 21:00:51 +0000 2021,en,Chile has one of the world's best vaccination rates — and a 'critical' second Covid wave https://t.co/bmVV8A5Of9,,565381,525392
1.3755711673444925e+18,VegGirlQ,Fri Mar 26 22:11:37 +0000 2021,en,68-Year-Old Dies After Anaphylactic Reaction to COVID Vaccine as CDC Continues to Ignore Inquiry Into Increasing Number of Deaths https://t.co/JHNkGNoxcG,,914,1641
1.3755817511253688e+18,colinjarrett587,Fri Mar 26 22:53:41 +0000 2021,en,".@GothicBoar Suez Blocked, Ebola Spreading, Generation Covid - FF Ep113 https://t.co/MP1Un6PICZ",,5001,1008
1.3757313193433539e+18,miraforeman,Sat Mar 27 08:48:01 +0000 2021,en,https://t.co/9I7omSKq52 Very concerning,,1460,1254
1.375795005139288e+18,mercola,Sat Mar 27 13:01:04 +0000 2021,en,Discover concealed COVID info in my latest book — preorder your copy today! https://t.co/ppc1xmkLf0 https://t.co/E0lKgFYDh5,FL,29132,289714
1.3758672747085496e+18,VegGirlQ,Sat Mar 27 17:48:15 +0000 2021,en,URGENT: Help Animals by Supporting the Safe Line Speeds in COVID-19 Act https://t.co/hmTxwS0Wm0,,904,1640
1.375886347634901e+18,Stach83092936,Sat Mar 27 19:04:02 +0000 2021,en,Anglia anty lock down protest https://t.co/6bQw6WUF5r,,29,245
1.3761388137691832e+18,Stach83092936,Sun Mar 28 11:47:15 +0000 2021,en,DANIA PROTESTY  ANTY LOCK DOWN https://t.co/9EYRmteXNi,,30.0,246.0
1.3761580449592156e+18,colinjarrett587,Sun Mar 28 13:03:40 +0000 2021,en,"From Europe: 3,964 People Have Died from Adverse Drug Reactions for COVID-19 “Vaccines” - 162,610 Injuries https://t.co/ddOKusn6H3 via @gatewaypundit",,4997,1008
1.376245944803451e+18,ajividen73,Sun Mar 28 18:52:57 +0000 2021,en,Ex-CDC director says he believes coronavirus originated in Wuhan lab https://t.co/63Xcq1JZUz,,865,257
1.3762472647720346e+18,colinjarrett587,Sun Mar 28 18:58:12 +0000 2021,en,Dr. Birx Claims 'COVID Death Toll Could Have Been Mitigated' - If Only She Were In Charge - Wait She Was? https://t.co/XnWGc3TvII via @gatewaypundit,,4998,1009
1.3762525844832502e+18,Stach83092936,Sun Mar 28 19:19:20 +0000 2021,en,HOLANDIA PROTEST  ANTY LOCK DOWN https://t.co/86qvghCiUx,,30,248
1.3763090595786424e+18,miraforeman,Sun Mar 28 23:03:45 +0000 2021,en,"@robinmonotti yes but it was never about Covid it was/is about vac1ine  No matter how many findings there are, there are many, is flogging dead horse  Once Pharma puts foot in the door, we are done There will be 💉after 💉 till half of seniors are dead, at least",,1463.0,1258.0
1.3763787560765604e+18,colinjarrett587,Mon Mar 29 03:40:41 +0000 2021,en,It Never Ends... UK: People Over 70 to Get a Third Dose of the COVID-19 Vaccine https://t.co/lXen8M8jTz via @gatewaypundit,,4999.0,1010.0
1.3765286677325455e+18,colinjarrett587,Mon Mar 29 13:36:23 +0000 2021,en,Churchgoers Breaking COVID Rules in The Netherlands Attack Journalist Outside Church (VIDEO) https://t.co/PnVadYBU8n via @gatewaypundit,,5001,1011
1.3765649522327306e+18,mercola,Mon Mar 29 16:00:34 +0000 2021,en,Thanks for making “The Truth About COVID-19” a Best Seller!  #3 in New Releases and #9 Overall  It is coming out in 30 days. Preorder your copy today and receive bonus gifts! https://t.co/IHUXEaZE68 https://t.co/eB6cqeKvDM,FL,29130.0,289801.0
1.3765987366343148e+18,colinjarrett587,Mon Mar 29 18:14:49 +0000 2021,en,More Lies: Fauci Said He Was Pushing Coronavirus Vaccine in Jan 2020 - The Same Month He Shot Down COVID-19 as Not a Major Threat (VIDEO) https://t.co/cb6NMYb8QY via @gatewaypundit,,5001,1011
1.3766057594888602e+18,colinjarrett587,Mon Mar 29 18:42:43 +0000 2021,en,"""Right Now I'm Scared"" - CDC Director Warns of ""Impending Doom"" with Covid Case Trajectory (VIDEO) https://t.co/Na2ySB8HQc via @gatewaypundit",,5001,1010
1.376623712091439e+18,BusyDrT,Mon Mar 29 19:54:04 +0000 2021,en,Notice that they died ‘WITH’ Covid-19!  Or could it have been simply ‘WITH’ a positive PCR  test result for SARSCov-2?  Very curious 🤨  https://t.co/jLV3ndLbqe,OH,285,86385
1.3766377624897454e+18,colinjarrett587,Mon Mar 29 20:49:53 +0000 2021,en,Mark Meadows on the War Room Pandemic - Dr. Birx CNN Interview Was Patently False https://t.co/95Vrk9o40t via @gatewaypundit,,5001,1010
1.3766425459591987e+18,BusyDrT,Mon Mar 29 21:08:54 +0000 2021,en,Making it convenient for all. How thoughtful - DoorDash to offer on-demand delivery of COVID-19 test kits  https://t.co/D6XWO24eqA,OH,285.0,86405.0
1.376664422110888e+18,colinjarrett587,Mon Mar 29 22:35:50 +0000 2021,en,"EXCLUSIVE: Per the CDC There Are Nearly Twice As Many Vaccine Related Deaths SO FAR in 2021 (1,755) Than All the Vaccine Deaths this Past Decade (994) https://t.co/Kbqeq6w6z4 via @gatewaypundit",,5001,1010
1.376664621302567e+18,colinjarrett587,Mon Mar 29 22:36:37 +0000 2021,en,"Biden Calls on Governors to Reinstate Mask Mandates, Says He Shares CDC Director's Sentiment of ""Impending Doom"" on Covid Pandemic (VIDEO) https://t.co/JyHCPjAwXx via @gatewaypundit",,5001,1010
1.376669670875525e+18,VegGirlQ,Mon Mar 29 22:56:41 +0000 2021,en,Botswana is offering rights to shoot 287 elephants as the country tries to breathe life into a hunting industry stalled by Covid-19 https://t.co/2H7itBwOrG via @business,,907,1642
1.3766712716903752e+18,VegGirlQ,Mon Mar 29 23:03:03 +0000 2021,en,"Trapped in gloves, tangled in masks: Covid PPE killing animals, report finds https://t.co/JmetbJvi3H",,907.0,1642.0
1.3767353384634286e+18,AmbermireG,Tue Mar 30 03:17:37 +0000 2021,en,DoorDash to offer on-demand delivery of COVID-19 test kits | WFLA https://t.co/GyR8NQvg89,,101,35
1.3767672423235092e+18,colinjarrett587,Tue Mar 30 05:24:24 +0000 2021,en,"After Getting Destroyed by China Last Week, Secretary of State Blinken Is Willing to Let China Get Away with the Deaths, Trauma and Economic Destruction They Caused from the China Coronavirus (COVID-19) https://t.co/hGuhIE5NSI via @gatewaypundit",,5000,1010
1.3769153151672648e+18,colinjarrett587,Tue Mar 30 15:12:47 +0000 2021,en,"Michigan barber hit with $9,000 in fines after defying lockdown https://t.co/3fv0ugQ9Uh via @YouTube",,5000,1010.0
1.3769274812954214e+18,BusyDrT,Tue Mar 30 16:01:08 +0000 2021,en,"Disappointment, anger, confusion over new COVID-19 restrictions on indoor activities https://t.co/HBGSJ9scC8",OH,284,86602
1.3769424361239634e+18,mercola,Tue Mar 30 17:00:33 +0000 2021,en,"""The Truth About COVID-19” is now a Best Seller! #3 in New Releases and #9 Overall  Thank you for making this happen!  Preorder your copy here: https://t.co/i8qajQTwvl https://t.co/6MQ1tjCDLC",FL,29129,289906.0
1.3769520714470564e+18,BusyDrT,Tue Mar 30 17:38:51 +0000 2021,en,Will these type of testing results be recorded as vaccinated versus unvaccinated when new positive results are reported?  They should be! https://t.co/5JF0bfxGSx,OH,284,86629
1.3769611820415386e+18,BusyDrT,Tue Mar 30 18:15:03 +0000 2021,en,...nt-woman-in-church-over-a-mask  STOP with the going back to normal already! That's what got us here in the first place! https://t.co/J3qz3yzDNo,OH,284,86629
1.3769726286703534e+18,mercola,Tue Mar 30 19:00:32 +0000 2021,en,How Much Influence Does Bill Gates Have on the COVID information you're seeing? https://t.co/qshOwwW0G4,FL,29128,289919
1.3769870633257615e+18,colinjarrett587,Tue Mar 30 19:57:53 +0000 2021,en,The CDC Extends Its Eviction Moratorium for Landlords for Another Three Months Through June https://t.co/aVd8og2ZUN via @gatewaypundit,,4999,1010
1.3770068198607421e+18,2021Freedom1776,Tue Mar 30 21:16:24 +0000 2021,en,"Biden's administration FINALLY lets media into biggest shelter for migrant kids - where one in seven has COVID: Rammed tent structure is at 1,700% capacity with 2,000 kids who've overstayed 72-hour legal limit - and there's a lice outbreak https://t.co/Zle3Rjvz3O via @MailOnline",,7872,8589
1.3772402897320714e+18,colinjarrett587,Wed Mar 31 12:44:07 +0000 2021,en,"LICE OUTBREAK at Biden's 'Kids in Cages' Camp Where 4,100 Children are Stuffed in Facility That Holds 250 Children https://t.co/OaonAFMw6Z via @gatewaypundit",,5001,1010
1.3773173647321375e+18,2021Freedom1776,Wed Mar 31 17:50:23 +0000 2021,en,Just 100 vaccinated Washington residents test positive for COVID-19 - as New York woman reveals she got the virus a month after her second Moderna shot and attending an indoor wake without a mask https://t.co/vCjfVTRS8O,,7869,8583
1.3773402497649418e+18,colinjarrett587,Wed Mar 31 19:21:19 +0000 2021,en,Corona CRIMES Against Humanity - WERE YOU HARMED? https://t.co/vzCgJ4WeOp via @BitChute,,5000.0,1010.0
1.377370545621115e+18,ajividen73,Wed Mar 31 21:21:43 +0000 2021,en,Man's skin 'peeled off' in rare reaction to Johnson &amp; Johnson COVID vaccine https://t.co/EzjZnLelCS via @nypost,,870,264
1.3773868712951194e+18,colinjarrett587,Wed Mar 31 22:26:35 +0000 2021,en,"9/11, Climate Change, Covid and The End of Commercial Air Travel@DaveCullen https://t.co/SyxeiGEHQ6",,5001,1010
